09:41:55 Grounding...
09:41:55 Grounding done (0.05s)
09:41:55 Solving...
09:41:55 Model found (0.10s): [-28, -260]
09:41:55 Model found (0.45s, +0.00s): [-32, -277]
09:41:55 Model found (0.46s, +0.00s): [-32, -278]
09:41:55 Model found (0.46s, +0.00s): [-32, -279]
09:41:55 Model found (0.46s, +0.00s): [-32, -280]
09:41:55 Model found (0.46s, +0.00s): [-32, -281]
09:41:55 Model found (0.46s, +0.00s): [-32, -282]
09:41:55 Model found (0.47s, +0.00s): [-32, -283]
09:41:55 Model found (0.47s, +0.00s): [-32, -284]
09:41:55 Model found (0.47s, +0.00s): [-32, -285]
09:41:55 Model found (0.47s, +0.00s): [-32, -286]
09:41:55 Model found (0.49s, +0.02s): [-32, -287]
09:41:55 Model found (0.49s, +0.01s): [-32, -288]
09:41:55 Model found (0.50s, +0.01s): [-32, -289]
09:41:55 Model found (0.51s, +0.01s): [-32, -290]
09:41:55 Model found (0.52s, +0.01s): [-32, -291]
09:41:55 Model found (0.52s, +0.00s): [-32, -292]
09:41:55 Model found (0.64s, +0.12s): [-32, -293]
09:41:55 Model found (0.64s, +0.00s): [-32, -294]
09:41:55 Model found (0.64s, +0.00s): [-32, -295]
09:41:55 Model found (0.64s, +0.00s): [-32, -296]
09:41:55 Model found (0.64s, +0.00s): [-32, -297]
09:41:55 Model found (0.64s, +0.00s): [-32, -298]
09:41:55 Model found (0.64s, +0.00s): [-32, -299]
09:41:55 Model found (0.64s, +0.00s): [-32, -300]
09:41:55 Model found (0.64s, +0.00s): [-32, -301]
09:41:55 Model found (0.65s, +0.00s): [-32, -302]
09:41:55 Model found (0.65s, +0.00s): [-32, -303]
09:41:55 Model found (0.65s, +0.00s): [-32, -304]
09:41:55 Model found (0.65s, +0.00s): [-32, -305]
09:41:55 Model found (0.65s, +0.00s): [-32, -306]
09:41:55 Model found (0.65s, +0.00s): [-32, -307]
09:41:55 Model found (0.65s, +0.00s): [-32, -308]
09:41:55 Model found (0.65s, +0.00s): [-32, -309]
09:41:55 Model found (0.65s, +0.00s): [-32, -310]
09:41:55 Model found (0.65s, +0.00s): [-32, -311]
09:41:55 Model found (0.65s, +0.00s): [-32, -312]
09:41:55 Model found (0.65s, +0.00s): [-32, -313]
09:41:55 Model found (0.66s, +0.00s): [-32, -314]
09:41:55 Model found (0.66s, +0.00s): [-32, -315]
09:41:55 Model found (0.66s, +0.00s): [-32, -316]
09:41:55 Model found (0.66s, +0.00s): [-32, -317]
09:41:55 Model found (0.66s, +0.00s): [-32, -318]
09:41:55 Model found (0.66s, +0.00s): [-32, -319]
09:41:55 Model found (0.66s, +0.00s): [-32, -320]
09:41:55 Model found (0.66s, +0.00s): [-32, -321]
09:41:55 Model found (0.66s, +0.00s): [-32, -322]
09:41:55 Model found (0.66s, +0.00s): [-32, -323]
09:41:55 Model found (0.66s, +0.00s): [-32, -324]
09:41:55 Model found (0.66s, +0.00s): [-32, -325]
09:41:55 Model found (0.66s, +0.00s): [-32, -326]
09:41:55 Model found (0.66s, +0.00s): [-32, -327]
09:41:55 Model found (0.67s, +0.00s): [-32, -328]
09:41:55 Model found (0.67s, +0.00s): [-32, -329]
09:41:55 Model found (0.67s, +0.00s): [-32, -330]
09:41:55 Model found (0.67s, +0.00s): [-32, -331]
09:41:55 Model found (0.67s, +0.00s): [-32, -332]
09:41:55 Model found (0.67s, +0.00s): [-32, -333]
09:41:55 Model found (0.67s, +0.00s): [-32, -334]
09:41:55 Model found (0.67s, +0.00s): [-32, -335]
09:41:55 Model found (0.67s, +0.00s): [-32, -336]
09:41:55 Model found (0.67s, +0.00s): [-32, -337]
09:41:55 Model found (0.67s, +0.00s): [-32, -338]
09:41:55 Model found (0.67s, +0.00s): [-32, -339]
09:41:55 Model found (0.67s, +0.00s): [-32, -340]
09:41:55 Model found (0.68s, +0.00s): [-32, -341]
09:41:55 Model found (0.68s, +0.00s): [-32, -342]
09:41:55 Model found (0.68s, +0.00s): [-32, -343]
09:41:55 Model found (0.68s, +0.00s): [-32, -344]
09:41:55 Model found (0.68s, +0.00s): [-32, -345]
09:41:55 Model found (0.68s, +0.00s): [-32, -346]
09:41:55 Model found (0.68s, +0.00s): [-32, -347]
09:41:55 Model found (0.68s, +0.00s): [-32, -348]
09:41:55 Model found (0.68s, +0.00s): [-32, -349]
09:41:55 Model found (0.68s, +0.00s): [-32, -350]
09:41:55 Model found (0.69s, +0.00s): [-32, -351]
09:41:55 Model found (0.69s, +0.00s): [-32, -352]
09:41:55 Model found (0.69s, +0.00s): [-32, -353]
09:41:55 Model found (0.69s, +0.00s): [-32, -354]
09:41:55 Model found (0.69s, +0.00s): [-32, -355]
09:41:55 Model found (0.69s, +0.00s): [-32, -356]
09:41:55 Model found (0.69s, +0.00s): [-32, -357]
09:41:55 Model found (0.69s, +0.00s): [-32, -358]
09:41:55 Model found (0.70s, +0.00s): [-32, -359]
09:41:55 Model found (0.70s, +0.00s): [-32, -360]
09:41:55 Model found (0.70s, +0.00s): [-32, -361]
09:41:55 Model found (0.70s, +0.00s): [-32, -362]
09:41:55 Model found (0.70s, +0.00s): [-32, -363]
09:41:55 Model found (0.70s, +0.00s): [-32, -364]
09:41:55 Model found (0.71s, +0.00s): [-32, -365]
09:41:55 Model found (0.71s, +0.01s): [-32, -366]
09:41:55 Model found (0.71s, +0.00s): [-32, -367]
09:41:55 Model found (0.72s, +0.01s): [-32, -368]
09:41:55 Model found (0.73s, +0.00s): [-32, -369]
09:41:55 Model found (0.73s, +0.00s): [-32, -370]
09:41:55 Model found (0.73s, +0.00s): [-32, -371]
09:41:55 Model found (0.74s, +0.00s): [-32, -372]
09:41:56 Model found (0.74s, +0.00s): [-32, -373]
09:41:56 Model found (0.75s, +0.01s): [-32, -374]
09:41:56 Model found (0.75s, +0.01s): [-32, -375]
09:41:56 Model found (0.76s, +0.01s): [-32, -376]
09:41:56 Model found (0.76s, +0.01s): [-32, -377]
09:41:56 Model found (0.77s, +0.00s): [-32, -378]
09:41:56 Model found (0.77s, +0.00s): [-32, -379]
09:41:56 Model found (0.78s, +0.01s): [-32, -380]
09:41:56 Model found (0.78s, +0.01s): [-32, -381]
09:41:56 Model found (0.79s, +0.00s): [-32, -382]
09:41:56 Model found (0.79s, +0.00s): [-32, -383]
09:41:56 Model found (0.79s, +0.01s): [-32, -384]
09:41:56 Model found (0.82s, +0.02s): [-32, -386]
09:41:56 Model found (0.82s, +0.00s): [-32, -387]
09:41:56 Model found (0.83s, +0.01s): [-32, -388]
09:41:56 Model found (0.84s, +0.00s): [-32, -389]
09:41:56 Model found (0.84s, +0.01s): [-32, -390]
09:41:56 Model found (0.85s, +0.00s): [-32, -391]
09:41:56 Solving done: OPTIMUM FOUND (0.80s)
% Command: ooanalyzer.py examples/ooa/ooex_vs2008/Debug/ooex6.lp -n -1 --opt-strategy bb,lin --heuristic vsids --sign-def=neg --time-limit=300 -t2 --stats
OPTIMUM FOUND

Answer: 205
guessEnabled(method) guessEnabled(constructor) guessEnabled(vftable) guessEnabled(vftable_size) guessEnabled(derived_class) guessEnabled(weak_g1_bonus) guessEnabled(merge) method(4297312) method(4263941) method(4263946) method(4263951) method(4263956) method(4263961) method(4263966) method(4263971) method(4263976) method(4263981) method(4263986) method(4263991) method(4263996) method(4264001) method(4264006) method(4264011) method(4264016) method(4264021) method(4264026) method(4264031) method(4264036) method(4264041) method(4264046) method(4264051) method(4264056) method(4264061) method(4264066) method(4264071) method(4264076) method(4264081) method(4264086) method(4264091) method(4264096) method(4264106) method(4264111) method(4264116) method(4264121) method(4264126) method(4264131) method(4264136) method(4264141) method(4264146) method(4264151) method(4264156) method(4264161) method(4264166) method(4264171) method(4264176) method(4264181) method(4264186) method(4264191) method(4264196) method(4264201) method(4264206) method(4264211) method(4264216) method(4264221) method(4264226) method(4264231) method(4264236) method(4264241) method(4264246) method(4264251) method(4264256) method(4264261) method(4264266) method(4264271) method(4264276) method(4264281) method(4264286) method(4264291) method(4264296) method(4264301) method(4264306) method(4264311) method(4264316) method(4264321) method(4264326) method(4264331) method(4264336) method(4264341) method(4264346) method(4264351) method(4264356) method(4264361) method(4264366) method(4264371) method(4264376) method(4264381) method(4264386) method(4264391) method(4264396) method(4264401) method(4264406) method(4264411) method(4264416) method(4264421) method(4264426) method(4264431) method(4264436) method(4264441) method(4264446) method(4264451) method(4264456) method(4264461) method(4264466) method(4264471) method(4264476) method(4264481) method(4264486) method(4264491) method(4265056) method(4265360) method(4265536) method(4265648) method(4265744) method(4265840) method(4265904) method(4266016) method(4266092) method(4266098) method(4266104) method(4266112) method(4266192) method(4266320) method(4266384) method(4266656) method(4266720) method(4266744) method(4266752) method(4266800) method(4266944) method(4266966) method(4266976) method(4267184) method(4267296) method(4267328) method(4268064) method(4268080) method(4268656) method(4268704) method(4268880) method(4268992) method(4269648) method(4269856) method(4270176) method(4270560) method(4270704) method(4271008) method(4271024) method(4271104) method(4271152) method(4271200) method(4271216) method(4271222) method(4271232) method(4271456) method(4271632) method(4271696) method(4271824) method(4271850) method(4271856) method(4271936) method(4271990) method(4272000) method(4272016) method(4272032) method(4272080) method(4272128) method(4272134) method(4272144) method(4272373) method(4272480) method(4272516) method(4272522) method(4272528) method(4272534) method(4272544) method(4272818) method(4272824) method(4272830) method(4272836) method(4272842) method(4272848) method(4272976) method(4273136) method(4273478) method(4273484) method(4273490) method(4273504) method(4273556) method(4273568) method(4274448) method(4275036) method(4275042) method(4275048) method(4275054) method(4275060) method(4275066) method(4275072) method(4275078) method(4275084) method(4275090) method(4275096) method(4275102) method(4275108) method(4275114) method(4275120) method(4275126) method(4275132) method(4275138) method(4275144) method(4275150) method(4275156) method(4275162) method(4275168) method(4275174) method(4275180) method(4275186) method(4275192) method(4275198) method(4275204) method(4275210) method(4275216) method(4275222) method(4275228) method(4275234) method(4275240) method(4279166) method(4266144) method(4268304) method(4271358) method(4279152) method(4297428) constructor(4265360) constructor(4266016) constructor(4266752) realDestructor(4265536) deletingDestructor(4266800) deletingDestructor(4265904) vfTable(4286272) vfTable(4286296) vfTable(4286316) classCallsMethod(4266800,4297312) classCallsMethod(4265360,4265536) classCallsMethod(4265360,4265648) classCallsMethod(4265360,4265744) classCallsMethod(4265904,4266016) classCallsMethod(4286296,4265648) classCallsMethod(4286272,4265648) classCallsMethod(4286296,4265744) classCallsMethod(4286272,4265744) classCallsMethod(4286272,4265840) classCallsMethod(4286272,4265904) classCallsMethod(4286316,4266800) vfTableWrite(4266764,4266752,0,4286316) vfTableWrite(4265574,4265536,0,4286296) vfTableWrite(4265406,4265360,0,4286272) vfTableWrite(4266054,4266016,0,4286272) vfTableEntry(4286316,0,4264151) vfTableEntry(4286272,12,4264141) vfTableEntry(4286272,8,4264266) vfTableEntry(4286272,4,4264206) vfTableEntry(4286296,4,4264206) vfTableEntry(4286272,0,4264451) vfTableEntry(4286296,0,4264451) vfTableEntry(4286296,8,4264311) vfTableSize(4286272,16) vfTableSize(4286296,12) vfTableSize(4286316,4) vftableBelongsToClass(4286272,0,4265360) vftableBelongsToClass(4286272,0,4266016) vftableBelongsToClass(4286316,0,4266752) mergeClasses(4286272,4265360) mergeClasses(4286272,4266016) mergeClasses(4286316,4266752) mergeClasses(4264151,4266752) mergeClasses(4264206,4265536) mergeClasses(4264451,4265536) mergeClasses(4264141,4265360) mergeClasses(4264266,4265360) mergeClasses(4264206,4265360) mergeClasses(4264451,4265360) mergeClasses(4264141,4266016) mergeClasses(4264266,4266016) mergeClasses(4264206,4266016) mergeClasses(4264451,4266016) mergeClasses(4265360,4266016) mergeClasses(4265840,4286272) mergeClasses(4265904,4286272) mergeClasses(4266800,4286316) mergeClasses(4266800,4297312) mergeClasses(4265360,4265744) mergeClasses(4265904,4266016) mergeClasses(4265360,4265648) derivedClass(4286272,4286296,0) objectInObject(4286272,4286296,0)
Optimization: -32 -391

% Equivalence classes (222 classes, 237 entities):
%   {4263941}
%   {4263946}
%   {4263951}
%   {4263956}
%   {4263961}
%   {4263966}
%   {4263971}
%   {4263976}
%   {4263981}
%   {4263986}
%   {4263991}
%   {4263996}
%   {4264001}
%   {4264006}
%   {4264011}
%   {4264016}
%   {4264021}
%   {4264026}
%   {4264031}
%   {4264036}
%   {4264041}
%   {4264046}
%   {4264051}
%   {4264056}
%   {4264061}
%   {4264066}
%   {4264071}
%   {4264076}
%   {4264081}
%   {4264086}
%   {4264091}
%   {4264096}
%   {4264106}
%   {4264111}
%   {4264116}
%   {4264121}
%   {4264126}
%   {4264131}
%   {4264136}
%   {4264141, 4264206, 4264266, 4264451, 4265360, 4265536, 4265648, 4265744, 4265840, 4265904, 4266016, 4286272}
%   {4264146}
%   {4264151, 4266752, 4266800, 4286316, 4297312}
%   {4264156}
%   {4264161}
%   {4264166}
%   {4264171}
%   {4264176}
%   {4264181}
%   {4264186}
%   {4264191}
%   {4264196}
%   {4264201}
%   {4264211}
%   {4264216}
%   {4264221}
%   {4264226}
%   {4264231}
%   {4264236}
%   {4264241}
%   {4264246}
%   {4264251}
%   {4264256}
%   {4264261}
%   {4264271}
%   {4264276}
%   {4264281}
%   {4264286}
%   {4264291}
%   {4264296}
%   {4264301}
%   {4264306}
%   {4264311}
%   {4264316}
%   {4264321}
%   {4264326}
%   {4264331}
%   {4264336}
%   {4264341}
%   {4264346}
%   {4264351}
%   {4264356}
%   {4264361}
%   {4264366}
%   {4264371}
%   {4264376}
%   {4264381}
%   {4264386}
%   {4264391}
%   {4264396}
%   {4264401}
%   {4264406}
%   {4264411}
%   {4264416}
%   {4264421}
%   {4264426}
%   {4264431}
%   {4264436}
%   {4264441}
%   {4264446}
%   {4264456}
%   {4264461}
%   {4264466}
%   {4264471}
%   {4264476}
%   {4264481}
%   {4264486}
%   {4264491}
%   {4265056}
%   {4266092}
%   {4266098}
%   {4266104}
%   {4266112}
%   {4266144}
%   {4266192}
%   {4266320}
%   {4266384}
%   {4266656}
%   {4266720}
%   {4266744}
%   {4266944}
%   {4266966}
%   {4266976}
%   {4267184}
%   {4267296}
%   {4267328}
%   {4268064}
%   {4268080}
%   {4268304}
%   {4268656}
%   {4268704}
%   {4268880}
%   {4268992}
%   {4269648}
%   {4269856}
%   {4270176}
%   {4270560}
%   {4270704}
%   {4271008}
%   {4271024}
%   {4271104}
%   {4271152}
%   {4271200}
%   {4271216}
%   {4271222}
%   {4271232}
%   {4271358}
%   {4271456}
%   {4271632}
%   {4271696}
%   {4271824}
%   {4271850}
%   {4271856}
%   {4271936}
%   {4271990}
%   {4272000}
%   {4272016}
%   {4272032}
%   {4272080}
%   {4272128}
%   {4272134}
%   {4272144}
%   {4272373}
%   {4272480}
%   {4272516}
%   {4272522}
%   {4272528}
%   {4272534}
%   {4272544}
%   {4272818}
%   {4272824}
%   {4272830}
%   {4272836}
%   {4272842}
%   {4272848}
%   {4272976}
%   {4273136}
%   {4273478}
%   {4273484}
%   {4273490}
%   {4273504}
%   {4273556}
%   {4273568}
%   {4274448}
%   {4275036}
%   {4275042}
%   {4275048}
%   {4275054}
%   {4275060}
%   {4275066}
%   {4275072}
%   {4275078}
%   {4275084}
%   {4275090}
%   {4275096}
%   {4275102}
%   {4275108}
%   {4275114}
%   {4275120}
%   {4275126}
%   {4275132}
%   {4275138}
%   {4275144}
%   {4275150}
%   {4275156}
%   {4275162}
%   {4275168}
%   {4275174}
%   {4275180}
%   {4275186}
%   {4275192}
%   {4275198}
%   {4275204}
%   {4275210}
%   {4275216}
%   {4275222}
%   {4275228}
%   {4275234}
%   {4275240}
%   {4279152}
%   {4279166}
%   {4286296}
%   {4297428}

% Stats:
%   atoms: 7337.0
%   bodies: 2106.0
%   rules: 8379.0
%   variables: 2568.0
%   constraints: 51.0
%   choices: 67720.0
%   conflicts: 367.0
%   models: 205.0
%   optimal_models: 1.0
%   final_cost: [-32.0, -391.0]
%   lower_bound: [-32.0, -391.0]
%   total_time: 0.9756741523742676
%   ground_time: 0.048701250008889474
%   time_to_first_model: 0.09853975000442006
%   max_rss_bytes: 33325056
%   solve_time: 0.7523109912872314
